pair_key,pair_name,player.id_CB1,player.name_CB1,player.id_CB2,player.name_CB2,team_CB1_id,team_CB2_id,same_dominant_team,CB_dominant_playing_side_CB1,CB_dominant_playing_side_CB2,opposite_side_pair,shared_matches,shared_minutes_overlap,evidence_band,ball_quality_raw,ball_complement_raw,ball_floor_raw,ball_quality_z,ball_complement_z,ball_floor_z,ball_CB_pair_fit_z_score,ball_CB_pair_fit_rank,ball_CB_pair_fit_rank_z_score,ground_quality_raw,ground_complement_raw,ground_floor_raw,ground_quality_z,ground_complement_z,ground_floor_z,ground_CB_pair_fit_z_score,ground_CB_pair_fit_rank,ground_CB_pair_fit_rank_z_score,aerial_quality_raw,aerial_complement_raw,aerial_floor_raw,aerial_quality_z,aerial_complement_z,aerial_floor_z,aerial_CB_pair_fit_z_score,aerial_CB_pair_fit_rank,aerial_CB_pair_fit_rank_z_score,global_CB_pair_fit_z_score,global_CB_pair_fit_rank,global_CB_pair_fit_rank_z_score
370__145787,V. van Dijk + J. Andersen,370,V. van Dijk,145787,J. Andersen,1612,1616,False,left,right,True,0,0.0,none,1.1132947603118846,0.6555728237639199,0.457721936547965,2.343565035793378,0.3568508175717953,1.9262369748588009,1.6640851581399878,58,1.6800169456481702,0.1427063125042184,0.7589759170047472,-0.6162696045005288,0.3374051117531962,0.8423565582874861,-0.1442660277258419,0.3925563178176755,702,0.832205066345002,1.046243830422906,0.4765483244521797,0.5696955059707263,2.338734347951481,-0.1776257277538061,2.041384459190416,1.524356347487682,15,1.7074916168770904,1.1936659411484485,15,1.706331894834343
145787__568412,J. Andersen + J. Gvardiol,145787,J. Andersen,568412,J. Gvardiol,1616,1625,False,right,left,True,0,0.0,none,1.510006486075079,0.6293150393074146,0.8806914467676644,3.1786715708563986,0.2557304715274655,2.7245067520710147,2.210956277300642,2,1.7306934600334638,0.4080160831466178,0.9632559193851192,-0.5552398362385017,0.9646855119118564,1.6244613909499197,-0.0303815511155121,0.9636048630178016,201,1.4746314734926846,0.4647152992491341,0.191643414169462,0.273071885079672,1.0388072080034958,-1.4024177108024412,1.484613697609691,0.3956010302829538,579,0.7684128534264039,1.1900540568671325,16,1.704558161055929
370__590781,V. van Dijk + J. van Hecke,370,V. van Dijk,590781,J. van Hecke,1612,1651,False,left,right,True,0,0.0,none,1.132170285602494,0.3160988802980531,0.8160714053044408,2.3832993655327126,-0.95048425836212,2.60254943634039,1.4270142925257985,110,1.6329601822903976,0.3940175712413692,0.4516187066595507,-0.0576011354181815,0.931588381232166,-0.3343888732943146,0.8982361480480116,0.545124758237391,502,1.088662713908947,1.157691904306445,0.3651002505686405,0.7925916537378047,2.5878612061706683,-0.656735432403396,2.4597667093055104,1.5888633152254177,9,1.717481816488268,1.187000788662869,17,1.702784427277515
568412__620468,J. Gvardiol + J. Greaves,568412,J. Gvardiol,620468,J. Greaves,1625,1634,False,left,left,False,0,0.0,none,0.768550563636443,1.1731567295450231,-0.40460616590858,1.6178538634935078,2.350098334179936,0.2987663283947961,1.5737096976796938,76,1.663728066024326,0.7964827674605616,0.5641923947204366,0.2322903727401251,1.883149753144803,0.0966098756635604,1.4391876151852283,1.2583953623085151,83,1.6259414855554122,0.5802435185077954,0.3235226906625317,0.2567208278452637,1.29705467067067,-0.8354752863328825,1.4539223097771783,0.6886692113909061,279,1.2679228339852795,1.1735914237930383,18,1.701010693499101
568412__777938,J. Gvardiol + Dean Huijsen,568412,J. Gvardiol,777938,Dean Huijsen,1625,1659,False,left,left,False,0,0.0,none,1.1846470773405815,0.7730059046159502,0.4116411727246309,2.4937667625709774,0.8090928485961268,1.8392688124210053,1.857464998348528,23,1.7116897671389788,0.8573994242436614,0.5834467010745414,0.2739527231691199,2.027176958591129,0.1703267636292682,1.5169315606085698,1.368072820506059,50,1.6682569974034631,0.3633681004311065,0.236966162496699,0.1264019379344075,0.8122594683159124,-1.2075774788603313,1.2093101397616572,0.2857185184521883,705,0.5586186615916761,1.1704187791022584,19,1.699236959720687
370__240032,V. van Dijk + J. Bednarek,370,V. van Dijk,240032,J. Bednarek,1612,1619,False,left,center,False,0,0.0,none,0.4945886474579731,0.8199585880422768,-0.3253699405843036,1.041144450332386,0.9899105258698752,0.448308747903693,0.9072071325078942,397,1.373243046065768,0.6880200637925897,0.5384559849527196,0.1495640788398701,1.6267079040775885,-0.0019243431545518,1.2848163804413335,1.0697399251806954,152,1.537463597145851,1.0308478166975357,0.4919443381775501,0.5389034785199855,2.30431867440194,-0.1114390335229898,1.9835869698237136,1.5154450211088155,16,1.7058265836085609,1.1641306929324682,20,1.6974632259422728
568412__590703,J. Gvardiol + I. Zabarnyi,568412,J. Gvardiol,590703,I. Zabarnyi,1625,1659,False,left,right,True,0,0.0,none,1.06853045639028,0.8848900279284257,0.1836404284618541,2.24933297680757,1.2399655021882334,1.4089633201118126,1.778448803082617,34,1.701735451813296,0.9800240664528944,0.6112482867466673,0.3687757797062272,2.3171023331752325,0.2767676988969365,1.6938759349990469,1.5803566632565067,16,1.711854797489334,0.2907725455104688,0.1703837272272766,0.1203888182831921,0.649982078605652,-1.4938120433994946,1.1980233474366695,0.1164520957703116,951,0.1490204775333979,1.1584191873698118,21,1.6956894921638588
370__590703,V. van Dijk + I. Zabarnyi,370,V. van Dijk,590703,I. Zabarnyi,1612,1659,False,left,right,True,0,0.0,none,0.6718187306270855,0.5623474718459365,0.1094712587811489,1.4142264417445491,-0.0021657575572388,1.2689839477776743,0.9602602831606378,343,1.4221096849373012,0.7147142958104951,0.5088521001538906,0.2058621956566043,1.689821933016573,-0.1152655468795954,1.38987136836614,1.088305576117636,148,1.54259275009713,0.8723010766842407,0.6504910781908451,0.2218099984933957,1.949909218553637,0.5701454850242119,1.388393715030527,1.4236769977901875,30,1.6825161178491466,1.1574142856894871,22,1.6939157583854445
370__777938,V. van Dijk + Dean Huijsen,370,V. van Dijk,777938,Dean Huijsen,1612,1659,False,left,left,False,0,0.0,none,0.787935351577387,0.5448575704499731,0.2430777811274139,1.6586602275079567,-0.0695204456258609,1.5211393543743656,1.112701850941093,224,1.52979727800605,0.5920896536012619,0.4824207872519093,0.1096688663493527,1.399896558432469,-0.2164602664476952,1.2103699992223604,0.877084199126398,237,1.4284690969311744,0.9448966316048784,0.5778955232702072,0.3670011083346712,2.1121866082638974,0.2580608193596845,1.660921454251836,1.4656958407902212,23,1.6941713507288536,1.1518272969525707,23,1.6921420246070304
192792__568412,D. Burn + J. Gvardiol,192792,D. Burn,568412,J. Gvardiol,1613,1625,False,left,left,False,0,0.0,none,0.7428290630997763,1.1988782300816896,-0.4560491669819133,1.5637082665906843,2.4491534178011567,0.2016780229407996,1.556935763223849,80,1.660108314996805,0.628837871357922,0.7523472921141388,-0.1235094207562165,1.486781548320706,0.8169782564447137,0.7752481244366454,1.1435338759810962,118,1.5810613972317218,0.5046688615606909,0.5164860927402224,-0.0118172311795314,1.1281179076549217,-0.0059352561100963,0.9498689266126616,0.7522521623169642,230,1.3495094641432297,1.15090726717397,24,1.6903682908286164
399581__568412,D. O'Shea + J. Gvardiol,399581,D. O'Shea,568412,J. Gvardiol,1634,1625,False,right,left,True,0,0.0,none,0.6672722470474501,1.274435046134016,-0.6071627990865657,1.404655768879748,2.740127372510658,-0.0835185279199274,1.5076623906090858,87,1.6537737506986432,0.94388394402142,0.4167912181595783,0.5270927258618417,2.231655082568114,-0.4677291256338698,1.9893029547129024,1.3733693945364769,49,1.669539285641283,0.3547293441495013,0.5449936221671596,-0.1902642780176583,0.7929487154570829,0.1166171894198457,0.61491887148409,0.5544432888513131,409,1.0514685090764335,1.1451583579989586,25,1.6885945570502023
283145__568412,T. Adarabioyo + J. Gvardiol,283145,T. Adarabioyo,568412,J. Gvardiol,1610,1625,False,right,left,True,0,0.0,none,1.273870571282654,0.6678367218988123,0.6060338493838419,2.6815885939747157,0.404079845036277,2.20614584478164,1.9032474194545683,17,1.7171193936802602,0.9905472310788636,0.3701279311021347,0.6204192999767286,2.3419825888157635,-0.6463838245288979,2.1634548210820577,1.409767111265624,42,1.678515303306021,0.0769671705807304,0.4709297561946758,-0.3939625856139454,0.1720495359375601,-0.201779672138877,0.2325714997124242,0.0720051662696018,1016,0.0407933150789748,1.128339898996598,26,1.6868208232717883
413002__568412,K. Mavropanos + J. Gvardiol,413002,K. Mavropanos,568412,J. Gvardiol,1633,1625,False,right,left,True,0,0.0,none,0.9478271751879126,1.0385108312452214,-0.0906836560573088,1.9952439434125344,1.8315686824464124,0.8912318511950307,1.725338946679197,45,1.6917811364876134,0.9108452376764188,0.4605897256824925,0.4502555119939261,2.1535406094876994,-0.3000424994447342,1.845921025947032,1.355941760099836,55,1.6618455562143646,0.397677078299805,0.1848290767623637,0.2128480015374412,0.8889524749090296,-1.4317122070528585,1.3715717982342122,0.2892769349854998,698,0.5702738944713832,1.1235192139215109,27,1.6850470894933742
370__393247,V. van Dijk + I. Konaté,370,V. van Dijk,393247,I. Konaté,1612,1612,True,left,right,True,30,2475.0,very_high,0.8007609232049419,0.3475229184501355,0.4532380047548063,1.6856589724063704,-0.8294683509723574,1.9177744565281047,0.977543872217099,329,1.4347788135336246,0.4963026001002307,0.4528975705589975,0.0434050295412333,1.173424155608178,-0.3294926248881077,1.0867184995036503,0.7052079902383868,343,1.2925465437222836,1.285738365108474,0.248915019483375,1.036823345625099,2.874091478028309,-1.156209939321076,2.9181963673541587,1.6738220306886633,5,1.7241419495623862,1.118857964381383,28,1.6832733557149602
479155__568412,N. Collins + J. Gvardiol,479155,N. Collins,568412,J. Gvardiol,1669,1625,False,right,left,True,0,0.0,none,0.7724187177938091,1.1692885753876567,-0.3968698575938478,1.625996604445349,2.3352018341498733,0.3133670524792307,1.5762322629634828,74,1.6655379415380864,0.7037226012907866,0.7170937417366681,-0.0133711404458815,1.663833917120853,0.68200678690562,0.9807714414194596,1.2326732829160043,91,1.6156831796528544,0.4381802252021508,0.3761698894782977,0.0620103357238529,0.9794916954101924,-0.6091476074749401,1.0884453168777737,0.5246906288381689,437,1.0048475775576051,1.1111987249058854,29,1.6814996219365461
496001__568412,M. Kilman + J. Gvardiol,496001,M. Kilman,568412,J. Gvardiol,1633,1625,False,left,left,False,0,0.0,none,0.9224302289488536,1.0192770642326126,-0.0968468352837589,1.9417815565015344,1.7574982604246043,0.8796000914838831,1.674060274674925,55,1.6827317589188109,0.6186357483511701,0.7420394138298282,-0.1234036654786581,1.4626603416774384,0.7775135935960996,0.7754454688601374,1.1196733426895766,131,1.5643916501400654,0.5112770521396839,0.2196943793146396,0.2915826728250441,1.1428896098485233,-1.2818280123219996,1.5193589594991186,0.4907681931274855,471,0.9482364464275992,1.0948339368306623,30,1.679725888158132
