,player.id,player.name,minutes_played,total_duels,yellow_cards,red_cards,duel_success_rate,possession_win_rate,discipline,card_discipline,duels_per90,interceptions_per90,z_duel_success_rate,z_possession_win_rate,z_discipline,z_card_discipline,z_duels_per90,z_interceptions_per90,CB_ground_duels_quality_z_score,CB_rank_for_ground_duels_quality,CB_rank_for_ground_duels_quality_z_score
57,7919,M. Keane,1055.0,47,0,0,0.6382978723404256,0.2553191489361702,1.0,1.0,4.009478672985782,2.559241706161137,-0.43851221844601523,-0.24575752035957404,1.2961581059276701,0.6035634646002853,-0.6638914260779843,-0.7479696664093011,-0.2677460627795929,47,-0.44174102722651326
58,625787,M. van de Ven,1022.0,48,0,0,0.5833333333333334,0.20833333333333334,0.9791666666666666,1.0,4.227005870841487,2.4657534246575343,-1.2301967397521318,-0.9422457833985217,0.20422199221903223,0.6035634646002853,-0.5275480248678611,-0.8320195930988856,-1.1093895909220086,65,-1.278724026182012
59,8360,C. Dawson,997.0,39,0,0,0.6410256410256411,0.20512820512820512,0.9743589743589743,1.0,3.5205616850551658,2.2567703109327986,-0.3992226640387635,-0.9897565937945024,-0.047763264790652106,0.6035634646002853,-0.9703386460163752,-1.0199042681129216,-1.0237765976193984,62,-1.1392268596894288
60,568412,J. Gvardiol,988.0,51,0,0,0.8431372549019608,0.39215686274509803,1.0,1.0,4.645748987854251,3.9170040485829962,2.511902202512643,1.7826389304885946,1.2961581059276701,0.6035634646002853,-0.2650849334951629,0.4727162153612155,2.244288744932537,1,1.6972155256597614
61,563725,Morato,975.0,60,0,0,0.6833333333333333,0.3,0.9666666666666667,1.0,5.538461538461538,3.7846153846153845,0.2101583248177059,0.41656339392652014,-0.45093967600614704,0.6035634646002853,0.2944564326079436,0.35369319641117763,0.4710516940740333,27,0.48824008272404096
62,767087,A. Gray,935.0,37,0,0,0.5135135135135135,0.21621621621621623,1.0,1.0,3.5614973262032086,1.8288770053475936,-2.235850050600443,-0.8253948713435426,1.2961581059276701,0.6035634646002853,-0.9446806841621359,-1.4045984820504667,-1.4040361390299143,66,-1.3252230816795396
63,234399,A. Webster,901.0,37,0,0,0.5675675675675675,0.21621621621621623,0.9459459459459459,1.0,3.695893451720311,2.097669256381798,-1.4572797454275577,-0.8253948713435426,-1.5369734323433855,0.6035634646002853,-0.8604428277327092,-1.1629428581498114,-1.540815332295186,68,-1.4182211926745951
64,557788,W. Fofana,870.0,60,1,0,0.5333333333333333,0.18333333333333332,0.9333333333333333,0.9833333333333333,6.206896551724138,3.310344827586207,-1.9503742720370516,-1.31283010448717,-2.198037457939964,-1.1540890751265784,0.71342336683293,-0.07269613183628353,-1.854479278730256,71,-1.5577183591671782
65,349142,N. Mazraoui,862.0,104,0,0,0.6923076923076923,0.3173076923076923,0.9711538461538461,1.0,10.8584686774942,7.517401392111369,0.33942095881756273,0.6731217700648147,-0.21575343613044165,0.6035634646002853,3.628972184881848,3.7096259960300606,2.080873056598022,2,1.6507164701622337
66,366217,K. Danso,848.0,33,0,0,0.6060606060606061,0.21212121212121213,0.9393939393939394,1.0,3.5023584905660377,2.1226415094339623,-0.9028433159862599,-0.8860966438396357,-1.880383315770177,0.6035634646002853,-0.9817481868646117,-1.1404917444428244,-1.4640561745493104,67,-1.3717221371770674
67,270866,Diego Carlos,846.0,38,0,0,0.6842105263157895,0.3684210526315789,0.9736842105263158,1.0,4.042553191489362,2.7659574468085104,0.22279301836656418,1.430794167432293,-0.08312961665165798,0.6035634646002853,-0.6431607202599626,-0.5621234558730074,0.7401576667896062,19,0.8602325267042626
68,8582,A. Cresswell,807.0,30,0,0,0.7666666666666667,0.3,1.0,1.0,3.345724907063197,2.5650557620817844,1.4104542119592383,0.41656339392652014,1.2961581059276701,0.6035634646002853,-1.0799242114216578,-0.7427425837627909,0.6572113541286952,20,0.8137334712067349
69,520300,N. Wood,784.0,55,1,0,0.6363636363636364,0.21818181818181817,0.9818181818181818,0.9818181818181818,6.313775510204081,4.017857142857143,-0.4663720842984305,-0.7962580205454183,0.3431956794183148,-1.3138756696471972,0.7804137977335175,0.5633874208195502,-0.5055114424920532,52,-0.6742363047141517
70,653730,A. Khusanov,504.0,30,1,0,0.6666666666666666,0.13333333333333333,0.9666666666666667,0.9666666666666667,5.357142857142857,3.571428571428571,-0.029900852610601186,-2.0539987466644654,-0.45093967600614704,-2.9117416148534305,0.18080808905541743,0.1620292174466348,-1.6803405076253861,70,-1.5112193036696506
71,327391,J. Bree,490.0,40,0,0,0.6,0.125,1.0,1.0,7.346938775510203,4.408163265306122,-0.9901375623238263,-2.177526853694015,1.2961581059276701,0.6035634646002853,1.4279879631058652,0.9142891643398694,-0.8086111688404383,60,-1.0462287486943735
72,645877,Y. Mosquera,442.0,34,0,0,0.7647058823529411,0.29411764705882354,0.9705882352941176,1.0,6.923076923076923,5.294117647058823,1.3822119557912007,0.3293670830821327,-0.24539876048452217,0.6035634646002853,1.1623165106454154,1.7107996963444712,1.320156311640731,5,1.5112193036696506
73,402884,K. Walker-Peters,360.0,41,1,0,0.5365853658536586,0.07317073170731707,0.9512195121951219,0.975609756097561,10.25,5.5,-1.9035334569290887,-2.945811421804626,-1.2605703554388943,-1.9686109837804853,3.2475914203743397,1.8958966560176274,-1.8564174069915513,72,-1.604217414664706
