pair_key,pair_name,player.id_CB1,player.name_CB1,player.id_CB2,player.name_CB2,passes_per90,pass_accuracy_rate,progressive_passes_per90,final_third_passes_per90,progressive_pass_accuracy,long_pass_accuracy,z_passes_per90,z_pass_accuracy_rate,z_progressive_passes_per90,z_final_third_passes_per90,z_progressive_pass_accuracy,z_long_pass_accuracy,quality_raw,complement_raw,floor_raw,quality_z,complement_z,floor_z,CB_pair_fit_z_score,CB_pair_fit_rank,CB_pair_fit_rank_z_score,team_CB1_id,team_CB2_id,same_dominant_team,CB_dominant_playing_side_CB1,CB_dominant_playing_side_CB2,opposite_side_pair,shared_matches,shared_minutes_overlap,evidence_band
415847__568412,C. Romero + J. Gvardiol,415847,C. Romero,568412,J. Gvardiol,75.69241880753418,0.9240913165722668,12.084550140033677,12.227632362452171,0.8255850727387729,0.5506976744186047,1.9650995423928133,0.7222417442798297,2.081239391468972,2.2779626036320764,1.3792304258645225,0.1882168892001132,1.4081411179207244,0.5335661752607416,0.8745749426599829,2.964237690741947,-0.11300430431735443,2.7129630822475788,1.990810170525283,11,1.7225490202215417,1624,1625,False,right,left,True,0,0.0,none
9097__568412,L. Dunk + J. Gvardiol,9097,L. Dunk,568412,J. Gvardiol,78.42519366556624,0.9350183495591009,10.454560337754288,12.53245415008648,0.8431865208394915,0.5493183640737771,2.1960888318523213,1.036954913919871,1.346981413785985,2.3915340160263803,1.5790654305194276,0.173788226165275,1.404202917210532,0.537504375970934,0.8666985412395976,2.955947496790295,-0.09783805069582976,2.6980979606367583,1.9882419253137502,12,1.7216440824646615,1651,1625,False,left,left,False,0,0.0,none
234399__568412,A. Webster + J. Gvardiol,234399,A. Webster,568412,J. Gvardiol,72.51881625005055,0.9214394637917582,11.638283149177477,13.08101210081466,0.8494333513221802,0.5368515205724509,1.6968490505436886,0.6458648362044023,1.8802104661624934,2.595917376309882,1.6499877427884684,0.04337531027346728,1.393836272687878,0.5478710204935883,0.8459652521942894,2.9341249691831544,-0.05791546380790042,2.6589680526240564,1.9814814559740184,13,1.720739144707781,1651,1625,False,left,left,False,0,0.0,none
475597__568412,S. Botman + J. Gvardiol,475597,S. Botman,568412,J. Gvardiol,66.29132321673026,0.9330030781069643,9.971310401071856,9.445722774007514,0.7554621848739496,0.6906976744186046,1.1704667960184918,0.978912399803624,1.1292928609326616,1.2414704172797295,0.5831023151149193,1.6527261872362007,1.0812977026322177,1.0890871221362786,-0.00778941950406117,2.2762089426008405,2.0263410953670062,1.0476780302852597,1.9555424059675741,14,1.719834206950901,1613,1625,False,right,left,True,0,0.0,none
9380__568412,J. Stones + J. Gvardiol,9380,J. Stones,568412,J. Gvardiol,72.07426257952574,0.9358942687747036,8.508617698091381,11.916020821283979,0.8856209150326797,0.5906976744186047,1.6592729084113325,1.0621825592489453,0.470396845411445,2.1618614445794484,2.0608370048012947,0.6066481172104237,1.2499637299640436,0.7215941464800195,0.5283695834840242,2.6312629844165962,0.6111029998309268,2.059570182141098,1.9108764285857958,15,1.7189292691940206,1625,1625,True,right,left,True,0,0.0,none
549884__568412,T. Harwood-Bellis + J. Gvardiol,549884,T. Harwood-Bellis,568412,J. Gvardiol,73.20304542458766,0.923433989692084,11.173190334757042,11.457639667553988,0.8153802922442862,0.5852521298641492,1.7546838957338289,0.7033098506723722,1.6707011128685743,1.9910764247550123,1.2633722109069268,0.5496834698327824,1.2693345961625544,0.6804416851252584,0.5888929110372958,2.672040042168259,0.45262233518603145,2.1737957753215538,1.9065658767042497,16,1.7180243314371404,1619,1625,False,right,left,True,0,0.0,none
283145__568412,T. Adarabioyo + J. Gvardiol,283145,T. Adarabioyo,568412,J. Gvardiol,76.07125506072875,0.9363196174555974,10.204858299595141,10.88744939271255,0.8270032422417786,0.5711854792966535,1.9971208838837589,1.0744331703459957,1.2344986772034225,1.7786332285195556,1.3953313686740525,0.40253532305905304,1.273870571282654,0.6678367218988123,0.6060338493838419,2.6815885939747153,0.404079845036277,2.2061458447816396,1.9032474194545685,17,1.7171193936802602,1610,1625,False,right,left,True,0,0.0,none
145787__297957,J. Andersen + M. Akanji,145787,J. Andersen,297957,M. Akanji,67.51936794489987,0.9126524757106971,11.12249649483692,11.077901609816504,0.8201148731162017,0.6560874704491726,1.2742679482980714,0.3927878230836355,1.6478651685401609,1.8495924846081384,1.3171254580922889,1.2906764335207808,1.1917081248900725,0.8107185961156171,0.3809895287744554,2.5086307723040564,0.9543267475576437,1.7814200067834893,1.8968974117760191,18,1.7162144559233798,1616,1625,False,right,right,False,0,0.0,none
488453__568412,L. Martínez + J. Gvardiol,488453,L. Martínez,568412,J. Gvardiol,73.8060210195223,0.9338099716045285,10.3885592838658,10.832247949537566,0.8347248576850095,0.5603055175558596,1.8056507376696034,1.002152012101525,1.317250061917809,1.7580661098885602,1.4829973975832553,0.2887224292614131,1.2526751324359104,0.6890321607455557,0.5636429716903548,2.63697068039933,0.4857047861768513,2.126141599381934,1.8894250959291072,19,1.7153095181664997,1611,1625,False,left,left,False,0,0.0,none
349142__568412,N. Mazraoui + J. Gvardiol,349142,N. Mazraoui,568412,J. Gvardiol,79.17661591064936,0.9252070393374741,11.623566322552769,11.359375146772877,0.7536764705882353,0.5599284436493739,2.2596032080789863,0.754376052678187,1.8735810091313763,1.954464736004112,0.5628285160186124,0.28477794181787697,1.2392570386437292,0.7024502545377369,0.5368067841059923,2.608724633997798,0.5373786922433809,2.075493699316828,1.8806746645352788,20,1.7144045804096195,1611,1625,False,right,left,True,0,0.0,none
