pair_key,pair_name,player.id_CB1,player.name_CB1,player.id_CB2,player.name_CB2,card_discipline,discipline,possession_win_rate,duel_success_rate,aerial_wins_per90,duels_per90,z_card_discipline,z_discipline,z_possession_win_rate,z_duel_success_rate,z_aerial_wins_per90,z_duels_per90,quality_raw,complement_raw,floor_raw,quality_z,complement_z,floor_z,CB_pair_fit_z_score,CB_pair_fit_rank,team_CB1_id,team_CB2_id,same_dominant_team,CB_dominant_playing_side_CB1,CB_dominant_playing_side_CB2,opposite_side_pair,shared_matches,shared_minutes_overlap,evidence_band
370__366217,V. van Dijk + K. Danso,370,V. van Dijk,366217,K. Danso,1.0,1.0,0.47619668710056084,0.653645493674188,3.097909229984702,4.702734574196839,0.17656294072911694,0.53680623164123,1.3567868360074158,1.228220570736621,1.025407388132055,0.5408701626332042,0.999754548470083,0.5230376064050027,0.4767169420650803,2.2348139449315467,0.02222937399576572,1.8668611165081346,1.49744800796613,19,1612,1624,False,left,right,True,0,0.0,none
62126__192792,D. Burn + M. Doherty,192792,D. Burn,62126,M. Doherty,1.0,0.9979338842975207,0.4468394013848559,0.6394907303998213,3.3275786322143937,5.275086645947573,0.17656294072911694,0.30055450891947755,0.9157900863244373,1.0369400179503674,1.3344459611815331,1.0605918763721958,0.8818523605829355,0.7116864908940719,0.17016586968886352,1.971259801535698,0.8332215085433874,1.2914562532083838,1.493887603972542,20,1613,1629,False,left,right,True,0,0.0,none
370__413002,V. van Dijk + K. Mavropanos,370,V. van Dijk,413002,K. Mavropanos,1.0,1.0,0.4589316829898456,0.6868052634741333,3.099984148371245,4.48450503289213,0.17656294072911694,0.53680623164123,1.0974368821383624,1.6763254930622966,1.0281993569844414,0.3427078132798988,0.9792056094735769,0.5435865454015089,0.4356190640720681,2.1888796148570147,0.11056823666437046,1.789719259899468,1.485554130407712,21,1612,1633,False,left,right,True,0,0.0,none
370__365443,V. van Dijk + M. de Ligt,370,V. van Dijk,365443,M. de Ligt,1.0,0.9946236559139785,0.4824909435915129,0.6674141797481457,3.017347580138278,4.4735386549340035,0.17656294072911694,-0.0779563156562349,1.451337356823988,1.4142838649307665,0.9170052367381507,0.33274984330440266,0.9715112802230003,0.5512808746520856,0.4202304055709146,2.1716799988788758,0.14364577390896008,1.7608343211759272,1.4811005958473114,22,1612,1611,False,left,right,True,0,0.0,none
370__777938,V. van Dijk + Dean Huijsen,370,V. van Dijk,777938,Dean Huijsen,1.0,0.9960629921259843,0.46928291717546006,0.6523011495220852,3.1796356796356795,4.853034353034353,0.17656294072911694,0.08662578362025217,1.252930161567165,1.210053760909791,1.135376870942304,0.6773491979813004,0.9448966316048785,0.5778955232702072,0.36700110833467126,2.1121866082638974,0.25806081935968456,1.660921454251836,1.4656958407902212,23,1612,1659,False,left,left,False,0,0.0,none
370__568412,V. van Dijk + J. Gvardiol,370,V. van Dijk,568412,J. Gvardiol,1.0,1.0,0.4729007081948259,0.6717733776557306,2.8718951745267534,4.212249699091805,0.17656294072911694,0.53680623164123,1.3072755835527918,1.473191934907291,0.721287376890871,0.0954875870571314,0.9412636237013138,0.581528531173772,0.3597350925275419,2.104065518204985,0.2736789389288523,1.6472829411002523,1.4635930290011987,24,1612,1625,False,left,left,False,0,0.0,none
370__9433,V. van Dijk + J. Tarkowski,370,V. van Dijk,9433,J. Tarkowski,1.0,0.9970588235294118,0.4213903743315508,0.6903743315508022,3.5491703202175477,5.145096842222099,0.17656294072911694,0.20049495576673537,0.5335020804854669,1.7245561346777092,1.632615322860948,0.9425552221950773,0.9084905654036904,0.6308357879920846,0.2776547774116058,2.0308058488054668,0.48564837391423715,1.493215913597171,1.4597406192964388,25,1612,1623,False,left,right,True,0,0.0,none
370__590874,V. van Dijk + Toti,370,V. van Dijk,590874,Toti,1.0,0.9943820224719101,0.49825752568647486,0.6474794207775041,2.7314389488302533,4.110030979596197,0.17656294072911694,-0.10558609306286465,1.688178443728984,1.1448952752628385,0.5322922772225605,0.002668340487514742,0.9070498707564728,0.615742284118613,0.29130758663785983,2.027585373846971,0.420762154431403,1.5188426150978236,1.4437898562724711,26,1612,1629,False,left,left,False,0,0.0,none
370__415917,V. van Dijk + Gabriel Magalhaes,370,V. van Dijk,415917,Gabriel Magalhaes,1.0,1.0,0.4423987776928954,0.6847720906544437,3.1181932461002226,4.524912862122164,0.17656294072911694,0.53680623164123,0.8490843072655708,1.6488501892849095,1.0527011561969193,0.37939996011125043,0.8941316320776292,0.6286605227974564,0.2654711092801729,1.9987084260125119,0.47629701746081016,1.470346830669766,1.4363126843784522,27,1612,1609,False,left,left,False,0,0.0,none
370__627012,V. van Dijk + Murillo,370,V. van Dijk,627012,Murillo,1.0,1.0,0.48609625668449197,0.6668449197860963,2.5580966667514176,3.726462586763622,0.17656294072911694,0.53680623164123,1.5054953389681864,1.40659116402795,0.29904635511575384,-0.34562920624675336,0.8898725513241778,0.6329196035509081,0.2569529477732696,1.9891878361087514,0.49460659294972664,1.4543580053185707,1.433847497003008,28,1612,1642,False,left,left,False,0,0.0,none
370__625787,V. van Dijk + M. van de Ven,370,V. van Dijk,625787,M. van de Ven,1.0,1.0,0.4740757963264357,0.6327016972797024,2.925107103189295,4.552467340138573,0.17656294072911694,0.53680623164123,1.3249274213844402,0.9451963424872659,0.7928882882157338,0.40442067942491755,0.8834760943938939,0.639316060481192,0.24416003391270166,1.9748894353984692,0.5221046418964908,1.4303453512636157,1.430145180520905,29,1612,1624,False,left,left,False,0,0.0,none
370__590703,V. van Dijk + I. Zabarnyi,370,V. van Dijk,590703,I. Zabarnyi,1.0,1.0,0.46590435013463805,0.641104410816551,2.9652100752870973,4.563291468618811,0.17656294072911694,0.53680623164123,1.2021782937679053,1.0587465064199684,0.8468500486933146,0.414249480404484,0.8723010766842408,0.6504910781908451,0.22180999849339578,1.9499092185536373,0.5701454850242119,1.388393715030527,1.4236769977901875,30,1612,1659,False,left,right,True,0,0.0,none
370__604320,V. van Dijk + J. Branthwaite,370,V. van Dijk,604320,J. Branthwaite,1.0,0.9954954954954955,0.45037818567230337,0.6762778821602351,3.071849076799572,4.505244848809205,0.17656294072911694,0.02173490822983895,0.9689486917795271,1.534063607216367,0.9903413650763195,0.3615405094525232,0.8504798041687037,0.6723123507063822,0.1781674534623216,1.9011307616929,0.6639540459592553,1.3064754478295584,1.4110466842001383,31,1612,1623,False,left,left,False,0,0.0,none
