player.id,player.name,minutes_played,total_duels,yellow_cards,red_cards,duel_success_rate,possession_win_rate,discipline,card_discipline,duels_per90,aerial_wins_per90,z_duel_success_rate,z_possession_win_rate,z_discipline,z_card_discipline,z_duels_per90,z_aerial_wins_per90,aerial_duel_quality_score
479155,N. Collins,3420.0,213,0,0,0.596244131455399,0.39906103286384975,0.9953051643192489,1.0,5.605263157894737,3.342105263157895,0.4525266164775984,0.19807709926693107,-2.8668815706710393e-05,0.17656294072911694,1.3604071668116022,1.3539927064354194,0.8041308511166497
496001,M. Kilman,3349.0,193,0,0,0.6010362694300518,0.43005181347150256,1.0,1.0,5.186622872499253,3.1173484622275307,0.5172852269221521,0.6636117420286075,0.53680623164123,0.17656294072911694,0.9802627464369378,1.051564431844361,1.0316822585844438
370,V. van Dijk,3330.0,187,0,0,0.7219251336898396,0.5133689839572193,1.0,1.0,5.054054054054054,3.6486486486486487,2.150918254412614,1.915178447915449,0.53680623164123,0.17656294072911694,0.8598842295916312,1.7664713801730536,2.3702362512866966
192792,D. Burn,3330.0,242,0,0,0.6033057851239669,0.38016528925619836,0.9958677685950413,1.0,6.54054054054054,3.9459459459459456,0.5479543527898595,-0.08576935692501138,0.06430278619772507,0.17656294072911694,2.2096815699654884,2.1665087018025924,1.0111108722457416
424241,N. Milenković,3330.0,155,1,0,0.6387096774193548,0.3935483870967742,0.9870967741935484,0.9935483870967742,4.1891891891891895,2.675675675675676,1.026385249709945,0.11526771119964693,-0.9386238818726909,-5.269954891931662,0.07454759519229594,0.4572583275672895,-0.46569688560951344
627012,Murillo,3189.0,85,0,0,0.611764705882353,0.4588235294117647,1.0,1.0,2.3988711194731893,1.4675446848541862,0.6622640736432862,1.0958122300209239,0.53680623164123,0.17656294072911694,-1.551142642085138,-1.168378669941546,0.3999489948364893
619747,L. Colwill,3150.0,140,1,0,0.6,0.44285714285714284,0.9714285714285714,0.9928571428571429,4.0,2.4000000000000004,0.5032815883184055,0.8559697376680451,-2.730217591139587,-5.853510374002423,-0.09724479358255893,0.08631462932898985,-0.708061695169742
504375,M. Lacroix,3117.0,142,0,0,0.5211267605633803,0.3028169014084507,0.9929577464788732,1.0,4.100096246390761,2.136669874879692,-0.5625728203385348,-1.247674717127554,-0.2684461190441814,0.17656294072911694,-0.006352849129699867,-0.26801714198259935,-0.9327006911308088
590703,I. Zabarnyi,3116.0,141,0,0,0.5602836879432624,0.41843971631205673,1.0,1.0,4.072528883183568,2.2817715019255456,-0.03342524157267718,0.48917813962036144,0.53680623164123,0.17656294072911694,-0.031385268782663234,-0.07277128278642439,0.34524875745109285
578325,W. Saliba,3039.0,97,0,0,0.6082474226804123,0.5360824742268041,1.0,1.0,2.872655478775913,1.7472852912142152,0.614733227515228,2.2563740025673016,0.53680623164123,0.17656294072911694,-1.120924894455878,-0.7919652819403005,1.1722475340175025
